0.0025 0.0
0.0075 0.0
0.0125 0.0
0.0175 0.0
0.0225 0.0
0.0275 0.0
0.0325 0.0
0.0375 0.0
0.0425 0.0
0.0475 0.0
0.0525 0.0
0.0575 0.0
0.0625 0.0
0.0675 0.0
0.0725 0.0
0.0775 0.0
0.0825 0.0
0.0875 0.0
0.0925 0.0
0.0975 0.0
0.1025 0.0
0.1075 0.0
0.1125 0.0
0.1175 0.0
0.1225 0.0
0.1275 0.0
0.1325 0.0
0.1375 0.0
0.1425 0.0
0.1475 0.0
0.1525 0.0
0.1575 0.0
0.1625 0.0
0.1675 0.0
0.1725 0.0
0.1775 0.0
0.1825 0.0
0.1875 0.0
0.1925 0.0
0.1975 0.0
0.2025 0.0
0.2075 0.0
0.2125 0.0
0.2175 0.0
0.2225 0.0
0.2275 0.0
0.2325 0.0
0.2375 0.0
0.2425 0.0
0.2475 0.0
0.2525 0.0
0.2575 0.0
0.2625 0.0
0.2675 0.0
0.2725 0.0
0.2775 0.0
0.2825 0.0
0.2875 0.0
0.2925 0.0
0.2975 0.0
0.3025 0.0
0.3075 0.0
0.3125 0.0
0.3175 0.0
0.3225 0.0
0.3275 0.0
0.3325 0.0
0.3375 0.0
0.3425 0.0
0.3475 0.0
0.3525 0.0
0.3575 0.0
0.3625 0.0
0.3675 0.0
0.3725 0.0
0.3775 0.0
0.3825 0.0
0.3875 0.0
0.3925 0.0
0.3975 0.0
0.4025 0.0
0.4075 0.0
0.4125 0.0
0.4175 0.0
0.4225 0.0
0.4275 0.0
0.4325 0.0
0.4375 0.0
0.4425 0.0
0.4475 0.0
0.4525 0.0
0.4575 0.0
0.4625 0.0
0.4675 0.0
0.4725 0.0
0.4775 0.0
0.4825 0.0
0.4875 0.0
0.4925 0.0
0.4975 0.0
0.5025 0.0
0.5075 0.0
0.5125 0.0
0.5175 0.0
0.5225 0.0
0.5275 0.0
0.5325 0.0
0.5375 0.0
0.5425 0.0
0.5475 0.0
0.5525 0.0
0.5575 0.0
0.5625 0.0
0.5675 0.0
0.5725 0.0
0.5775 0.0
0.5825 0.0
0.5875 0.0
0.5925 0.0
0.5975 0.0
0.6025 0.0
0.6075 0.0
0.6125 0.0
0.6175 0.0
0.6225 0.0
0.6275 0.0
0.6325 0.0
0.6375 0.0
0.6425 0.0
0.6475 0.0
0.6525 0.0
0.6575 0.0
0.6625 0.0
0.6675 0.0
0.6725 0.0
0.6775 0.0
0.6825 0.0
0.6875 0.0
0.6925 0.0
0.6975 0.0
0.7025 0.0
0.7075 0.0
0.7125 0.0
0.7175 0.0
0.7225 0.0
0.7275 0.0
0.7325 0.0
0.7375 0.0
0.7425 0.0
0.7475 0.0
0.7525 0.0
0.7575 0.0
0.7625 0.0
0.7675 0.0
0.7725 0.0
0.7775 0.0
0.7825 0.0
0.7875 0.0
0.7925 0.0
0.7975 0.0
0.8025 0.0
0.8075 0.0
0.8125 0.0
0.8175 0.0
0.8225 0.0
0.8275 0.0
0.8325 0.0
0.8375 0.0
0.8425 0.0
0.8475 0.0
0.8525 0.0
0.8575 0.0
0.8625 0.0
0.8675 0.0
0.8725 0.0
0.8775 0.0
0.8825 0.0
0.8875 0.0
0.8925 0.0
0.8975 0.0
0.9025 0.0
0.9075 0.0
0.9125 0.0
0.9175 0.0
0.9225 0.0
0.9275 0.0
0.9325 0.0
0.9375 0.0
0.9425 0.0
0.9475 0.0
0.9525 0.0
0.9575 0.0
0.9625 0.0
0.9675 0.0
0.9725 0.0
0.9775 0.0
0.9825 0.0
0.9875 0.0
0.9925 0.0
0.9975 0.0471695149981
1.0025 1.12080409157
1.0075 1.34089609422
1.0125 1.21322976449
1.0175 1.45066922357
1.0225 1.25695190767
1.0275 1.26697624076
1.0325 1.12265764958
1.0375 0.54503085689
1.0425 1.23077886256
1.0475 1.6040226949
1.0525 1.29223929286
1.0575 0.965282435424
1.0625 1.24724193586
1.0675 1.33855101728
1.0725 1.40770559135
1.0775 0.848930401491
1.0825 1.18155396701
1.0875 1.26992715795
1.0925 1.35663674084
1.0975 1.09102914251
1.1025 1.19699374794
1.1075 1.72191787803
1.1125 1.17557150983
1.1175 1.24024156088
1.1225 1.22921726437
1.1275 1.40293617145
1.1325 1.42716967488
1.1375 1.36024108007
1.1425 1.04273275502
1.1475 1.56832017678
1.1525 1.23672637796
1.1575 1.22606500998
1.1625 1.40655448354
1.1675 0.964121389327
1.1725 1.14368539452
1.1775 1.23554483385
1.1825 1.04051148155
1.1875 1.0816919847
1.1925 1.1881553228
1.1975 1.3582651269
1.2025 1.20093376958
1.2075 1.28757703116
1.2125 1.06947054013
1.2175 1.1240300755
1.2225 1.4603022042
1.2275 1.33940828928
1.2325 1.06594003127
1.2375 1.22590584055
1.2425 1.0944533344
1.2475 0.965064670761
1.2525 1.25655462618
1.2575 1.46918595564
1.2625 1.16311292881
1.2675 1.18316864748
1.2725 1.17388894114
1.2775 1.19347644927
1.2825 1.18418874186
1.2875 0.962658000743
1.2925 1.29236240365
1.2975 1.2684818427
1.3025 1.10660371258
1.3075 1.08442944221
1.3125 1.29414395805
